restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
Subway,new delhi,Kamla Nagar,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,3.5,143,Medium,american
Sweet Life By Henna,new delhi,Kamla Nagar,"bakery, desserts",400,Indian Rupees(Rs.),1,3.5,47,Medium,bakery
The Midnight Heroes,new delhi,Kamla Nagar,"north indian, biryani, chinese, fast food",950,Indian Rupees(Rs.),2,3.8,41,High,north indian
Urban Hub,new delhi,Kamla Nagar,"chinese, north indian, italian, fast food",1900,Indian Rupees(Rs.),3,3.6,346,High,chinese
Vaishno Chat Bhandar,new delhi,Kamla Nagar,street food,150,Indian Rupees(Rs.),1,3.9,223,Low,street food
Ved Dhaba,new delhi,Kamla Nagar,north indian,300,Indian Rupees(Rs.),1,3.5,97,Medium,north indian
Veg Ex,new delhi,Kamla Nagar,north indian,500,Indian Rupees(Rs.),2,3.6,24,Medium,north indian
Wokin Street,new delhi,Kamla Nagar,chinese,300,Indian Rupees(Rs.),1,3.6,25,Medium,chinese
Yadav Namkeens & Bakers,new delhi,Kamla Nagar,bakery,100,Indian Rupees(Rs.),1,3.5,15,Low,bakery
Javed Chicken Corner,new delhi,Kamla Nagar,mughlai,400,Indian Rupees(Rs.),1,0.0,0,Medium,mughlai
Kamal Chicken,new delhi,Kamla Nagar,"mughlai, north indian",500,Indian Rupees(Rs.),2,0.0,0,Medium,mughlai
Singh Chinese Fast Food,new delhi,Kamla Nagar,chinese,200,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Chill'm Bar & Cafe,new delhi,Kamla Nagar,"north indian, italian, chinese, fast food",600,Indian Rupees(Rs.),2,4.2,300,Medium,north indian
Coffee & Cream,new delhi,Kamla Nagar,"beverages, fast food",400,Indian Rupees(Rs.),1,4.0,108,Medium,beverages
Chawla Di Hutti,new delhi,Kapashera,north indian,700,Indian Rupees(Rs.),2,3.1,59,High,north indian
Sher 'A' Punjab Bhojnalya,new delhi,Kapashera,north indian,600,Indian Rupees(Rs.),2,3.3,36,Medium,north indian
Guru Rakha,new delhi,Karampura,north indian,600,Indian Rupees(Rs.),2,3.1,62,Medium,north indian
Shudh Vaishno Hotel,new delhi,Karampura,north indian,450,Indian Rupees(Rs.),1,3.4,44,Medium,north indian
Kumar Samose Wala,new delhi,Karampura,street food,100,Indian Rupees(Rs.),1,4.1,187,Low,street food
Amigo's Deli,new delhi,Karkardooma,"mughlai, fast food",350,Indian Rupees(Rs.),1,3.2,11,Medium,mughlai
Ananda Food Express,new delhi,Karkardooma,"north indian, chinese",450,Indian Rupees(Rs.),1,3.2,27,Medium,north indian
Green Chick Chop,new delhi,Karkardooma,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.4,33,Medium,raw meats
Khana Vaana,new delhi,Karkardooma,"north indian, south indian, chinese",300,Indian Rupees(Rs.),1,3.4,32,Medium,north indian
Momoholic,new delhi,Karkardooma,"chinese, fast food, ice cream",200,Indian Rupees(Rs.),1,3.3,11,Low,chinese
Nazeer Foods,new delhi,Karkardooma,"north indian, mughlai, chinese",550,Indian Rupees(Rs.),2,3.3,87,Medium,north indian
Pind Balluchi,new delhi,Karkardooma,"north indian, mughlai",850,Indian Rupees(Rs.),2,2.6,192,High,north indian
Rumours,new delhi,Karkardooma,"north indian, chinese, italian",1000,Indian Rupees(Rs.),3,3.4,232,High,north indian
Spice Grill,new delhi,Karkardooma,"north indian, mughlai, chinese, continental",1300,Indian Rupees(Rs.),3,3.2,177,High,north indian
Utopia,new delhi,Karkardooma,"north indian, mediterranean, continental",1500,Indian Rupees(Rs.),3,3.2,286,High,north indian
Aroma Rest O Bar,new delhi,Karkardooma,"north indian, mughlai, chinese",800,Indian Rupees(Rs.),2,3.6,306,High,north indian
Cafe Shloka,new delhi,Karkardooma,"cafe, italian, chinese, north indian",1000,Indian Rupees(Rs.),3,3.5,63,High,cafe
Chawla's Tandoori Junction,new delhi,Karkardooma,north indian,800,Indian Rupees(Rs.),2,3.5,159,High,north indian
Desi Villa,new delhi,Karkardooma,"south indian, north indian, chinese",800,Indian Rupees(Rs.),2,3.7,28,High,south indian
Kanwarji's,new delhi,Karkardooma,"street food, mithai",400,Indian Rupees(Rs.),1,3.5,40,Medium,street food
Palomino,new delhi,Karkardooma,"north indian, mughlai, continental, chinese",1600,Indian Rupees(Rs.),3,3.7,213,High,north indian
Raasa The Luxuriate Fine Dine,new delhi,Karkardooma,"north indian, mughlai, chinese",1150,Indian Rupees(Rs.),3,3.7,160,High,north indian
Shiv Tikki Wala,new delhi,Karkardooma,"street food, north indian",250,Indian Rupees(Rs.),1,3.8,300,Low,street food
The Barbeque Company,new delhi,Karkardooma,"north indian, chinese, continental",1300,Indian Rupees(Rs.),3,3.8,248,High,north indian
The Wrap Factory,new delhi,Karkardooma,fast food,250,Indian Rupees(Rs.),1,3.6,109,Low,fast food
Urban Punjab,new delhi,Karkardooma,"north indian, chinese",750,Indian Rupees(Rs.),2,3.5,132,High,north indian
Classic,new delhi,Karkardooma,"desserts, fast food, ice cream",250,Indian Rupees(Rs.),1,4.0,95,Low,desserts
Goosebumps,new delhi,Karkardooma,"ice cream, desserts",300,Indian Rupees(Rs.),1,4.0,292,Medium,ice cream
Adyar Ananda Bhavan,new delhi,Karol Bagh,"south indian, north indian, chinese, street food, fast food",500,Indian Rupees(Rs.),2,2.8,39,Medium,south indian
Amma Mess,new delhi,Karol Bagh,"south indian, north indian",250,Indian Rupees(Rs.),1,3.4,68,Low,south indian
Amritsari Chaap Corner,new delhi,Karol Bagh,north indian,200,Indian Rupees(Rs.),1,2.9,92,Low,north indian
Aroma Spice,new delhi,Karol Bagh,"north indian, chinese",800,Indian Rupees(Rs.),2,3.4,51,High,north indian
Boheme Cafe Bar,new delhi,Karol Bagh,"north indian, chinese, continental, italian",1100,Indian Rupees(Rs.),3,3.2,142,High,north indian
Cafe Coffee Day,new delhi,Karol Bagh,cafe,450,Indian Rupees(Rs.),1,2.6,21,Medium,cafe
Chinese King,new delhi,Karol Bagh,"chinese, north indian, mughlai",450,Indian Rupees(Rs.),1,2.5,71,Medium,chinese
Chopsuey,new delhi,Karol Bagh,"chinese, north indian",600,Indian Rupees(Rs.),2,3.2,71,Medium,chinese
Chowringhee,new delhi,Karol Bagh,"north indian, chinese",600,Indian Rupees(Rs.),2,3.4,122,Medium,north indian
Crossroad Bar and Restaurant,new delhi,Karol Bagh,"north indian, chinese, mughlai",700,Indian Rupees(Rs.),2,3.0,39,High,north indian
Domino's Pizza,new delhi,Karol Bagh,"pizza, fast food",700,Indian Rupees(Rs.),2,3.4,43,High,pizza
Giani's,new delhi,Karol Bagh,"ice cream, desserts",400,Indian Rupees(Rs.),1,3.4,38,Medium,ice cream
Giani,new delhi,Karol Bagh,"ice cream, desserts",400,Indian Rupees(Rs.),1,2.7,39,Medium,ice cream
Gulnar Bar Be Que,new delhi,Karol Bagh,"north indian, chinese",700,Indian Rupees(Rs.),2,3.1,73,High,north indian
Kwality Bengali Sweets,new delhi,Karol Bagh,"desserts, mithai",200,Indian Rupees(Rs.),1,2.9,10,Low,desserts
Little Chef,new delhi,Karol Bagh,"north indian, mughlai, chinese, fast food",500,Indian Rupees(Rs.),2,2.7,32,Medium,north indian
M J Dosa Corner,new delhi,Karol Bagh,south indian,150,Indian Rupees(Rs.),1,2.9,36,Low,south indian
Moolchand's,new delhi,Karol Bagh,"north indian, south indian, chinese, fast food",450,Indian Rupees(Rs.),1,3.3,36,Medium,north indian
New Angaar Hyderabadi,new delhi,Karol Bagh,hyderabadi,750,Indian Rupees(Rs.),2,3.1,134,High,hyderabadi
New Frontier Hotel,new delhi,Karol Bagh,north indian,350,Indian Rupees(Rs.),1,3.3,55,Medium,north indian
Oberoi Biryani,new delhi,Karol Bagh,"north indian, mughlai",600,Indian Rupees(Rs.),2,2.9,90,Medium,north indian
Om Ji Om,new delhi,Karol Bagh,north indian,500,Indian Rupees(Rs.),2,3.2,60,Medium,north indian
Om Saravana Bhavan,new delhi,Karol Bagh,south indian,400,Indian Rupees(Rs.),1,2.7,47,Medium,south indian
Pindi Meat,new delhi,Karol Bagh,north indian,300,Indian Rupees(Rs.),1,3.4,43,Medium,north indian
Punjab Sweet Corner,new delhi,Karol Bagh,"fast food, north indian, south indian, chinese, street food, mithai",350,Indian Rupees(Rs.),1,3.3,236,Medium,fast food
R1 Lounge,new delhi,Karol Bagh,"north indian, mughlai, chinese",1100,Indian Rupees(Rs.),3,2.6,31,High,north indian
R1 Take Away,new delhi,Karol Bagh,"north indian, mughlai, chinese",700,Indian Rupees(Rs.),2,2.5,38,High,north indian
Raffles,new delhi,Karol Bagh,"fast food, north indian, chinese",800,Indian Rupees(Rs.),2,3.1,123,High,fast food
Raj Sweets,new delhi,Karol Bagh,mithai,150,Indian Rupees(Rs.),1,2.8,9,Low,mithai
Ramas Cafe,new delhi,Karol Bagh,"south indian, chinese, north indian",350,Indian Rupees(Rs.),1,3.3,70,Medium,south indian
Sandoz,new delhi,Karol Bagh,"north indian, chinese",550,Indian Rupees(Rs.),2,3.4,114,Medium,north indian
Sandoz,new delhi,Karol Bagh,"north indian, chinese",550,Indian Rupees(Rs.),2,2.7,56,Medium,north indian
Shudh,new delhi,Karol Bagh,"north indian, chinese, south indian",600,Indian Rupees(Rs.),2,3.1,247,Medium,north indian
Southy,new delhi,Karol Bagh,south indian,450,Indian Rupees(Rs.),1,3.1,90,Medium,south indian
Spicy by Nature,new delhi,Karol Bagh,"north indian, mughlai, chinese",900,Indian Rupees(Rs.),2,2.7,84,High,north indian
Spicy N Karara,new delhi,Karol Bagh,"north indian, chinese, fast food",650,Indian Rupees(Rs.),2,3.3,93,Medium,north indian
Spooky Sky,new delhi,Karol Bagh,"italian, chinese, north indian",650,Indian Rupees(Rs.),2,3.4,44,Medium,italian
Sri Krishna Udupi,new delhi,Karol Bagh,south indian,400,Indian Rupees(Rs.),1,3.0,27,Medium,south indian
Tempting Restaurant,new delhi,Karol Bagh,"chinese, mughlai, north indian",750,Indian Rupees(Rs.),2,2.7,68,High,chinese
The Smokin' Grill by The Flashback,new delhi,Karol Bagh,fast food,400,Indian Rupees(Rs.),1,3.3,23,Medium,fast food
Three Tuns,new delhi,Karol Bagh,"european, italian, thai, chinese, north indian",1400,Indian Rupees(Rs.),3,3.2,30,High,european
Wah Ji Wah,new delhi,Karol Bagh,"north indian, chinese",500,Indian Rupees(Rs.),2,2.5,69,Medium,north indian
Wow! Momo,new delhi,Karol Bagh,"tibetan, fast food",350,Indian Rupees(Rs.),1,2.6,41,Medium,tibetan
Wrap & Roll,new delhi,Karol Bagh,"fast food, chinese",400,Indian Rupees(Rs.),1,3.4,36,Medium,fast food
Anjlika Pastry Shop,new delhi,Karol Bagh,"bakery, desserts, fast food",400,Indian Rupees(Rs.),1,3.6,179,Medium,bakery
Bakeology,new delhi,Karol Bagh,"bakery, desserts",450,Indian Rupees(Rs.),1,3.5,22,Medium,bakery
Changezi Chicken,new delhi,Karol Bagh,"north indian, mughlai",650,Indian Rupees(Rs.),2,3.7,456,Medium,north indian
Chargrill Resto Bar,new delhi,Karol Bagh,"north indian, european, south indian",900,Indian Rupees(Rs.),2,3.6,43,High,north indian
Chowringhee,new delhi,Karol Bagh,fast food,200,Indian Rupees(Rs.),1,3.7,120,Low,fast food
Glenz Cafe N Bakers,new delhi,Karol Bagh,"cafe, fast food, desserts",700,Indian Rupees(Rs.),2,3.8,230,High,cafe
Happy2Bake,new delhi,Karol Bagh,bakery,300,Indian Rupees(Rs.),1,3.5,26,Medium,bakery
Nazeer Foods,new delhi,Karol Bagh,"mughlai, north indian",600,Indian Rupees(Rs.),2,3.5,27,Medium,mughlai
Pakode Ki Dukaan,new delhi,Karol Bagh,street food,50,Indian Rupees(Rs.),1,3.6,35,Low,street food
Peshawari Chicken Corner,new delhi,Karol Bagh,north indian,500,Indian Rupees(Rs.),2,3.6,76,Medium,north indian
Prem Dhaba,new delhi,Karol Bagh,north indian,650,Indian Rupees(Rs.),2,3.7,177,Medium,north indian
Ravi Raj Di Kulfi,new delhi,Karol Bagh,desserts,150,Indian Rupees(Rs.),1,3.6,99,Low,desserts
Shawarma King's,new delhi,Karol Bagh,fast food,250,Indian Rupees(Rs.),1,3.7,136,Low,fast food
Shri Rama Restaurant,new delhi,Karol Bagh,"north indian, chinese",600,Indian Rupees(Rs.),2,3.5,72,Medium,north indian
Sri Balaji,new delhi,Karol Bagh,"south indian, north indian",600,Indian Rupees(Rs.),2,3.5,88,Medium,south indian
Standard Burfee,new delhi,Karol Bagh,"mithai, street food",200,Indian Rupees(Rs.),1,3.8,100,Low,mithai
Subway,new delhi,Karol Bagh,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,3.6,118,Medium,american
Suruchi,new delhi,Karol Bagh,"gujarati, rajasthani, north indian, fast food",700,Indian Rupees(Rs.),2,3.8,603,High,gujarati
Tera Hotel,new delhi,Karol Bagh,north indian,350,Indian Rupees(Rs.),1,3.5,149,Medium,north indian
The Diet Kitchen,new delhi,Karol Bagh,"continental, healthy food",700,Indian Rupees(Rs.),2,3.7,39,High,continental
The Spot,new delhi,Karol Bagh,chinese,350,Indian Rupees(Rs.),1,3.5,109,Medium,chinese
Wrapss,new delhi,Karol Bagh,"chinese, fast food",350,Indian Rupees(Rs.),1,3.5,214,Medium,chinese
Wrapss,new delhi,Karol Bagh,"chinese, fast food",350,Indian Rupees(Rs.),1,3.5,64,Medium,chinese
Al Naseem Foods Shawarma,new delhi,Karol Bagh,fast food,200,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Ganpati Bhoj,new delhi,Karol Bagh,north indian,350,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Pandit Dhaba,new delhi,Karol Bagh,north indian,300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Red Chili Potato,new delhi,Karol Bagh,chinese,150,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Cafe Coffee Day,new delhi,Karol Bagh,cafe,450,Indian Rupees(Rs.),1,2.3,32,Medium,cafe
Jade Garden,new delhi,Karol Bagh,finger food,1000,Indian Rupees(Rs.),3,2.4,52,High,finger food
Art of Spices,new delhi,Karol Bagh,"fast food, north indian, mughlai",500,Indian Rupees(Rs.),2,4.0,841,Medium,fast food
Sindhi Corner,new delhi,Karol Bagh,street food,200,Indian Rupees(Rs.),1,4.0,74,Low,street food
The Feast House,new delhi,Karol Bagh,"continental, north indian, american, italian, mexican",1050,Indian Rupees(Rs.),3,4.3,142,High,continental
Zaffran,new delhi,"Kasbah, Greater Kailash (GK) 1","north indian, mughlai",2000,Indian Rupees(Rs.),4,4.5,524,High,north indian
McDonald's,new delhi,Kashmiri Gate,"fast food, burger",500,Indian Rupees(Rs.),2,3.3,132,Medium,fast food
Captain Grub,new delhi,Khan Market,"american, fast food",1000,Indian Rupees(Rs.),3,3.1,18,High,american
M:Eat by Blanco,new delhi,Khan Market,"bakery, desserts",300,Indian Rupees(Rs.),1,3.3,29,Medium,bakery
Omazoni,new delhi,Khan Market,"north indian, chinese, mexican, lebanese, italian, fast food",650,Indian Rupees(Rs.),2,2.5,120,Medium,north indian
Prabhu Chaat Bhandar,new delhi,Khan Market,street food,150,Indian Rupees(Rs.),1,3.2,242,Low,street food
Sugar & Spice - Le Marche,new delhi,Khan Market,"bakery, fast food",800,Indian Rupees(Rs.),2,3.3,89,High,bakery
Big Chill,new delhi,Khan Market,"italian, continental, european, cafe",1500,Indian Rupees(Rs.),3,4.5,4986,High,italian
Big Chill,new delhi,Khan Market,"italian, continental, european, cafe",1500,Indian Rupees(Rs.),3,4.6,1569,High,italian
Amici Cafe,new delhi,Khan Market,"cafe, pizza, italian",1200,Indian Rupees(Rs.),3,3.8,863,High,cafe
Azam's Mughlai,new delhi,Khan Market,mughlai,600,Indian Rupees(Rs.),2,3.9,157,Medium,mughlai
Boombox Cafe,new delhi,Khan Market,"american, italian, north indian, chinese, lebanese",2000,Indian Rupees(Rs.),4,3.6,1428,High,american
Cafe Illuminatii,new delhi,Khan Market,"continental, kashmiri, italian, north indian, moroccan",2500,Indian Rupees(Rs.),4,3.6,300,High,continental
Cafe Turtle,new delhi,Khan Market,"cafe, italian, lebanese",1000,Indian Rupees(Rs.),3,3.6,574,High,cafe
China Fare,new delhi,Khan Market,chinese,1000,Indian Rupees(Rs.),3,3.7,243,High,chinese
Chokola,new delhi,Khan Market,"cafe, desserts, bakery",700,Indian Rupees(Rs.),2,3.8,391,High,cafe
Cravings By Arshi Dhupia,new delhi,Khan Market,"bakery, desserts, fast food",800,Indian Rupees(Rs.),2,3.6,29,High,bakery
Harry's Bar + Cafe,new delhi,Khan Market,"mediterranean, american, asian",1700,Indian Rupees(Rs.),3,3.7,395,High,mediterranean
Khan Chacha,new delhi,Khan Market,"mughlai, north indian",650,Indian Rupees(Rs.),2,3.7,2860,Medium,mughlai
La Bodega,new delhi,Khan Market,mexican,1700,Indian Rupees(Rs.),3,3.6,505,High,mexican
La Vie,new delhi,Khan Market,"italian, european",1400,Indian Rupees(Rs.),3,3.9,454,High,italian
Latitude 28,new delhi,Khan Market,"american, continental, italian",2000,Indian Rupees(Rs.),4,3.8,203,High,american
Laziz Kabab (Subhash Restaurant),new delhi,Khan Market,mughlai,400,Indian Rupees(Rs.),1,3.7,79,Medium,mughlai
Mr. Choy,new delhi,Khan Market,"seafood, chinese, japanese, vietnamese, asian, thai",1200,Indian Rupees(Rs.),3,3.9,287,High,seafood
Public Affair,new delhi,Khan Market,european,2100,Indian Rupees(Rs.),4,3.8,199,High,european
Qureshi Kabab,new delhi,Khan Market,mughlai,450,Indian Rupees(Rs.),1,3.5,17,Medium,mughlai
Side Wok,new delhi,Khan Market,"burmese, chinese, japanese, malaysian, thai",2000,Indian Rupees(Rs.),4,3.9,372,High,burmese
Subway,new delhi,Khan Market,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,3.7,188,Medium,american
t Lounge by Dilmah,new delhi,Khan Market,"cafe, tea, desserts",800,Indian Rupees(Rs.),2,3.6,34,High,cafe
The Blue Door Cafe,new delhi,Khan Market,"italian, french, european, cafe",1700,Indian Rupees(Rs.),3,3.7,774,High,italian
The Coffee Bean & Tea Leaf,new delhi,Khan Market,cafe,700,Indian Rupees(Rs.),2,3.8,256,High,cafe
Town Hall,new delhi,Khan Market,"japanese, thai, italian, asian",2500,Indian Rupees(Rs.),4,3.8,1186,High,japanese
Wok  In The Clouds,new delhi,Khan Market,"chinese, thai, continental, north indian",2000,Indian Rupees(Rs.),4,3.8,669,High,chinese
Cafe Coffee Day,new delhi,Khan Market,cafe,450,Indian Rupees(Rs.),1,0.0,2,Medium,cafe
Civil House,new delhi,Khan Market,"european, continental, pizza",1700,Indian Rupees(Rs.),3,4.2,113,High,european
L'Opera,new delhi,Khan Market,"bakery, desserts, fast food",400,Indian Rupees(Rs.),1,4.0,518,Medium,bakery
Mamagoto,new delhi,Khan Market,"asian, thai, chinese",1600,Indian Rupees(Rs.),3,4.1,1330,High,asian
Out Of The Box,new delhi,Khan Market,"north indian, lebanese, mexican, asian, italian, american, european",1550,Indian Rupees(Rs.),3,4.0,1203,High,north indian
Parallel,new delhi,Khan Market,"continental, american",2000,Indian Rupees(Rs.),4,4.0,79,High,continental
Perch Wine & Coffee Bar,new delhi,Khan Market,"cafe, european",2000,Indian Rupees(Rs.),4,4.2,551,High,cafe
Smoke House Deli,new delhi,Khan Market,"italian, european, cafe",1650,Indian Rupees(Rs.),3,4.0,1093,High,italian
Smokey's BBQ and Grill,new delhi,Khan Market,"american, european",2100,Indian Rupees(Rs.),4,4.2,578,High,american
SodaBottleOpenerWala,new delhi,Khan Market,"parsi, iranian",1300,Indian Rupees(Rs.),3,4.2,1914,High,parsi
The Artful Baker,new delhi,Khan Market,"bakery, fast food",600,Indian Rupees(Rs.),2,4.0,220,Medium,bakery
The Big Chill Cakery,new delhi,Khan Market,"bakery, desserts",700,Indian Rupees(Rs.),2,4.4,912,High,bakery
The Chatter House,new delhi,Khan Market,"finger food, italian, north indian",1800,Indian Rupees(Rs.),3,4.2,436,High,finger food
Amaze Dining,new delhi,Kirti Nagar,"north indian, chinese",1100,Indian Rupees(Rs.),3,3.1,10,High,north indian
Amritsari Naan & Kulcha,new delhi,Kirti Nagar,north indian,250,Indian Rupees(Rs.),1,3.1,12,Low,north indian
Bangla Sweets,new delhi,Kirti Nagar,"mithai, north indian, south indian, chinese, bakery",450,Indian Rupees(Rs.),1,3.3,13,Medium,mithai
Bj's Lounge & Cafe,new delhi,Kirti Nagar,"north indian, chinese",700,Indian Rupees(Rs.),2,3.0,11,High,north indian
BTW,new delhi,Kirti Nagar,"street food, south indian, mithai",400,Indian Rupees(Rs.),1,3.2,19,Medium,street food
Cabana's Kabab & Curry's,new delhi,Kirti Nagar,"north indian, mughlai, chinese",450,Indian Rupees(Rs.),1,3.3,73,Medium,north indian
Cafe Coffee Day,new delhi,Kirti Nagar,cafe,450,Indian Rupees(Rs.),1,3.2,23,Medium,cafe
Chaap Point,new delhi,Kirti Nagar,fast food,150,Indian Rupees(Rs.),1,3.2,11,Low,fast food
Chicken Chilli Corner,new delhi,Kirti Nagar,"chinese, north indian",500,Indian Rupees(Rs.),2,3.1,10,Medium,chinese
Chinese Dragon,new delhi,Kirti Nagar,"chinese, fast food",550,Indian Rupees(Rs.),2,2.6,49,Medium,chinese
Copper Restro Bar,new delhi,Kirti Nagar,"north indian, chinese, continental",1200,Indian Rupees(Rs.),3,2.8,15,High,north indian
Corner Sweets,new delhi,Kirti Nagar,"mithai, street food",200,Indian Rupees(Rs.),1,3.2,100,Low,mithai
D'Casa,new delhi,Kirti Nagar,"north indian, chinese, italian, fast food",1100,Indian Rupees(Rs.),3,2.7,63,High,north indian
Delhi 15,new delhi,Kirti Nagar,"north indian, mughlai, chinese",800,Indian Rupees(Rs.),2,2.7,45,High,north indian
Dialogue Lounge & Cafí©,new delhi,Kirti Nagar,"cafe, continental",750,Indian Rupees(Rs.),2,3.0,4,High,cafe
Domino's Pizza,new delhi,Kirti Nagar,"pizza, fast food",700,Indian Rupees(Rs.),2,3.3,57,High,pizza
Flavours From Heaven,new delhi,Kirti Nagar,"north indian, chinese",650,Indian Rupees(Rs.),2,3.3,12,Medium,north indian
Flavours Of Biryani,new delhi,Kirti Nagar,"biryani, mughlai",400,Indian Rupees(Rs.),1,3.3,35,Medium,biryani
